update,update_time,weights,cosine
423,36.34555065,32.38999999999993_19.742881564801944_-5.3832368703960585_-5.4770133983667835,1.1267811430655745
424,36.346208696,32.38899999999993_19.739881564801944_-5.392236870396059_-5.441013398366784,1.1259107017734065
425,36.347006316999995,32.30499999999993_19.645881564801943_-5.480236870396059_-5.378013398366784,1.1250741042543664
426,36.347780211999996,32.278999999999925_19.617881564801944_-5.5002368703960585_-5.361013398366784,1.124855062316103
427,36.348549960999996,32.14999999999993_19.475881564801945_-5.6972368703960585_-5.2510133983667835,1.1233702467023627
428,36.349254071,32.132999999999925_19.454881564801944_-5.736236870396058_-5.119013398366784,1.1202263828100134
429,36.350443954,32.13199999999993_19.447881564801943_-5.745236870396059_-5.079013398366784,1.1192560925035882
430,36.351576472,32.12899999999993_19.444881564801943_-5.748236870396059_-5.081013398366784,1.119331853134446
431,36.563237961,32.12899999999993_19.444881564801943_-5.748236870396059_-5.079013398366784,1.1192809459447188
432,36.564287031,32.056999999999924_19.35088156480194_-5.820236870396059_-5.055013398366784,1.1193345283700555
433,36.711474468,32.050999999999924_19.34388156480194_-5.833236870396059_-5.032013398366784,1.1188183093660173
434,39.796001853,32.00699999999993_19.27788156480194_-5.937236870396059_-4.902013398366784,1.1160802725062537
435,40.136965128,32.00599999999993_19.27788156480194_-5.938236870396059_-4.901013398366784,1.1160598108397712
436,40.138328181,32.05499999999993_19.29188156480194_-5.943236870396059_-4.413013398366784,1.1033994712091182
437,40.139155341,31.977999999999927_19.176881564801942_-6.182236870396059_-4.023013398366785,1.0944846701718933
438,43.833899488,31.977999999999927_19.176881564801942_-6.1812368703960585_-4.023013398366785,1.0944820056992615
439,43.957607368,31.976999999999926_19.16788156480194_-6.190236870396059_-3.9600133983667845,1.0929058638415872
440,43.958321506999994,31.971999999999927_19.159881564801942_-6.1972368703960585_-3.9450133983667843,1.0925693567336765
441,43.959068302,31.967999999999925_19.15588156480194_-6.202236870396058_-3.946013398366784,1.0926278296881773
442,44.097533221999996,31.821999999999925_19.00988156480194_-6.5482368703960585_-3.890013398366784,1.09280439945493
443,44.098396238999996,31.826999999999924_18.993881564801942_-6.5962368703960585_-3.7080133983667842,1.0882407293772738
444,44.099278776999995,31.820999999999923_18.982881564801943_-6.614236870396058_-3.6470133983667843,1.0867450483430685
445,44.358496319,31.820999999999923_18.982881564801943_-6.616236870396058_-3.6390133983667843,1.0865424309844434
446,44.599095270999996,31.810999999999922_18.970881564801942_-6.629236870396058_-3.6250133983667845,1.0862647831206362
447,44.599633161,31.790999999999922_18.936881564801944_-6.669236870396058_-3.5300133983667843,1.0840286546082931
448,44.600508348999995,31.790999999999922_18.936881564801944_-6.672236870396058_-3.5080133983667845,1.083463708496079
449,44.600960824999994,31.785999999999923_18.922881564801944_-6.691236870396058_-3.3860133983667846,1.080381444554724
450,44.601848048,31.785999999999923_18.914881564801945_-6.678236870396058_-3.3700133983667846,1.0799497565765177
451,44.602434865,31.786999999999924_18.909881564801946_-6.703236870396059_-3.3010133983667846,1.0782288288907655
452,44.603298476,31.752999999999926_18.853881564801945_-6.7342368703960584_-3.2370133983667846,1.0768450982601254
453,44.603812903,31.756999999999927_18.851881564801946_-6.7502368703960585_-3.1380133983667844,1.0742987595836448
454,44.604432970999994,31.404999999999927_18.443881564801945_-7.300236870396058_-2.9470133983667846,1.0723987151459746
455,44.604868638999996,31.391999999999925_18.419881564801944_-7.331236870396058_-2.8610133983667847,1.0702892615771882
456,44.760525353,31.379999999999924_18.407881564801944_-7.3512368703960576_-2.8250133983667847,1.069439912295414
457,44.761185987,31.365999999999925_18.387881564801944_-7.399236870396058_-2.7240133983667847,1.0669669346898218
458,44.761927308,31.343999999999927_18.341881564801945_-7.480236870396058_-2.5300133983667847,1.0621877900355834
459,44.889702060999994,31.195999999999927_18.193881564801945_-7.831236870396058_-2.480013398366785,1.0624036577159224
460,44.890506644999995,31.14199999999993_18.104881564801946_-7.949236870396058_-2.165013398366785,1.0546064055318058
461,44.891239129,31.004999999999928_17.963881564801945_-8.603236870396058_-2.010013398366785,1.0528007686622916
462,44.891975292,30.771999999999927_17.729881564801943_-9.226236870396058_-1.9170133983667852,1.0528746695524418
463,44.892797347,30.774999999999928_17.723881564801943_-9.202236870396058_-1.8890133983667852,1.052063592109479
464,44.893741194,30.692999999999927_17.61488156480194_-9.282236870396058_-1.8640133983667853,1.051960659488309
465,44.894598376999994,30.688999999999925_17.609881564801942_-9.289236870396058_-1.8550133983667854,1.0517535959370692
466,44.895354643999994,30.661999999999924_17.54788156480194_-9.359236870396058_-1.5800133983667854,1.0446894664504403
467,45.031885564999996,30.647999999999925_17.53088156480194_-9.374236870396059_-1.5610133983667855,1.0442698460974096
468,48.067931912,30.647999999999925_17.53088156480194_-9.374236870396059_-1.5580133983667857,1.0441886540636511
469,48.602088269999996,30.646999999999924_17.528881564801942_-9.375236870396058_-1.5560133983667856,1.0441427657568843
470,48.603023510999996,30.408999999999924_17.28988156480194_-9.987236870396059_-1.4640133983667856,1.0441684170162653
471,48.768914302,30.401999999999923_17.267881564801943_-10.016236870396058_-1.4560133983667856,1.0440891769994258
472,48.769825837,30.104999999999922_16.969881564801945_-10.67523687039606_-1.3550133983667856,1.0441751359919071
473,48.770831396,29.925999999999924_16.790881564801946_-10.983236870396059_-1.2800133983667856,1.0435735987722943
474,48.771542659999994,29.919999999999924_16.782881564801947_-10.993236870396059_-1.2540133983667856,1.0429117000101893
475,48.77236392,29.857999999999922_16.688881564801946_-11.15523687039606_-0.9400133983667855,1.035004548101373
476,48.773283172,29.854999999999922_16.685881564801946_-11.16223687039606_-0.9390133983667855,1.0350062361053516
477,48.910911053999996,29.855999999999923_16.677881564801947_-11.16123687039606_-0.8680133983667855,1.0330645561207434
478,49.055679915999995,29.845999999999922_16.654881564801947_-11.18323687039606_-0.8620133983667855,1.0330190835332418
479,49.370258848,29.842999999999922_16.650881564801946_-11.19223687039606_-0.8340133983667855,1.0322849898982687
480,49.60533288,29.842999999999922_16.651881564801947_-11.18923687039606_-0.8120133983667854,1.0316680945190217
481,49.606381346,29.82199999999992_16.627881564801946_-11.22723687039606_-0.7690133983667854,1.0306599911820293
482,49.60712754,29.816999999999922_16.621881564801946_-11.23823687039606_-0.7550133983667854,1.0303225111339642
483,49.786265318,29.811999999999923_16.612881564801945_-11.24723687039606_-0.7350133983667854,1.0298195980318556
484,49.957920204,29.811999999999923_16.611881564801944_-11.24623687039606_-0.7320133983667854,1.029735910914536
485,49.95890692,29.80799999999992_16.607881564801943_-11.242236870396061_-0.7240133983667854,1.0295141349466297
486,50.117703239,29.80099999999992_16.587881564801943_-11.26623687039606_-0.7180133983667853,1.0294652242993099
487,50.260488308999996,29.79099999999992_16.57488156480194_-11.27023687039606_-0.7080133983667853,1.0292341180706626
488,50.261372007,29.78599999999992_16.566881564801943_-11.27523687039606_-0.7050133983667853,1.029185670834034
489,50.262121093,29.50899999999992_16.279881564801943_-11.90123687039606_-0.6030133983667854,1.0289982969829132
490,50.262845885,29.23099999999992_16.001881564801945_-12.57523687039606_-0.5020133983667854,1.0289510374473763
491,51.164441343,29.22599999999992_15.995881564801945_-12.579236870396059_-0.4960133983667854,1.0288113841442925
492,51.165406939,29.22799999999992_15.990881564801944_-12.560236870396059_-0.46901339836678535,1.0280117751046807
493,51.16597994,29.20699999999992_15.949881564801943_-12.605236870396059_-0.35201339836678536,1.0249834435616925
494,51.301950919999996,29.18399999999992_15.916881564801944_-12.63023687039606_-0.30401339836678537,1.0237990654200797
495,51.464931455999995,29.18699999999992_15.917881564801943_-12.62023687039606_-0.27701339836678535,1.0230124332050559
496,51.465997767999994,29.14099999999992_15.789881564801943_-12.71023687039606_-0.11501339836678534,1.019035039242179
497,51.466888096,28.78999999999992_15.351881564801943_-13.23923687039606_-0.027013398366785346,1.0191899284163917
498,51.467479528,28.45599999999992_14.952881564801942_-13.788236870396059_0.18298660163321465,1.0158612312485866
499,51.46857804,28.45299999999992_14.945881564801942_-13.789236870396058_0.20098660163321463,1.0153681975903845
500,51.596221377999996,28.438999999999922_14.929881564801942_-13.803236870396058_0.21098660163321464,1.0151635625304034
501,51.597195629999995,28.419999999999924_14.907881564801942_-13.840236870396058_0.24598660163321465,1.0143352283998488
502,51.597822813,28.027999999999924_14.465881564801942_-14.455236870396059_0.46998660163321465,1.0108491639615462
503,51.973775804,28.023999999999923_14.462881564801942_-14.462236870396058_0.48798660163321467,1.010363810197737
504,52.134850723,28.011999999999922_14.449881564801942_-14.465236870396058_0.5189866016332146,1.0095136155125588
505,52.377596993999994,27.988999999999923_14.422881564801942_-14.495236870396058_0.5439866016332147,1.0089496304006282
506,52.502080449,27.97599999999992_14.403881564801942_-14.503236870396057_0.5819866016332147,1.0079250333104945
507,52.50265991,27.967999999999922_14.389881564801943_-14.521236870396057_0.6069866016332147,1.0072948079306654
508,52.643531572,27.948999999999923_14.355881564801942_-14.540236870396058_0.7459866016332147,1.0034403947427066
509,53.956456206999995,27.954999999999924_14.351881564801943_-14.531236870396057_0.7739866016332148,1.002615164508185
510,54.089372254,27.915999999999922_14.291881564801942_-14.567236870396057_0.8629866016332147,1.0002896954935818
511,54.290759193,27.892999999999923_14.251881564801943_-14.586236870396057_0.9019866016332148,0.9993028360976028
512,54.460799042,27.880999999999922_14.237881564801944_-14.600236870396056_0.9219866016332148,0.9987997039210545
513,54.461645872,27.851999999999922_14.106881564801943_-14.674236870396056_1.1239866016332147,0.9934673177350907
514,54.647886578999994,27.85399999999992_14.097881564801943_-14.673236870396057_1.1859866016332148,0.9916981029105908
515,54.834641512,27.851999999999922_14.095881564801942_-14.678236870396058_1.1869866016332147,0.9916895891948522
516,54.835454571999996,27.51099999999992_13.660881564801942_-15.199236870396058_1.2789866016332148,0.9914882501199643
517,54.984385919,27.37099999999992_13.520881564801941_-15.525236870396059_1.3289866016332148,0.9913846981515967
518,55.136384975999995,27.36599999999992_13.511881564801941_-15.53023687039606_1.3579866016332147,0.9905770208008278
519,55.13734698,27.36299999999992_13.503881564801942_-15.53323687039606_1.3819866016332147,0.9899055740768152
520,55.319818133,27.35599999999992_13.494881564801942_-15.54023687039606_1.3959866016332148,0.989538013482803
521,55.320696801,27.35199999999992_13.487881564801942_-15.551236870396059_1.4079866016332148,0.9892399827352497
522,55.457968390999994,27.347999999999917_13.481881564801942_-15.559236870396058_1.4239866016332148,0.9888140168245473
523,55.458926328,27.304999999999918_13.434881564801941_-15.613236870396058_1.4779866016332148,0.9875057265554968
524,55.597400574,27.14899999999992_13.27888156480194_-15.977236870396059_1.5299866016332149,0.9875003564761821
525,55.598918917,27.14399999999992_13.27188156480194_-15.98223687039606_1.5309866016332148,0.9874987846002832
526,55.850425083999994,27.14299999999992_13.270881564801941_-15.98423687039606_1.5329866016332148,0.9874492959589284
527,56.588259111,27.14399999999992_13.269881564801942_-15.98123687039606_1.5549866016332148,0.986803280825337
528,56.58916195,27.02899999999992_13.149881564801943_-16.17823687039606_1.6329866016332149,0.9854016395347007
529,57.042884492,27.011999999999922_13.131881564801942_-16.19223687039606_1.6499866016332148,0.9849812643291814
530,57.197171671999996,26.995999999999924_13.112881564801942_-16.20223687039606_1.6679866016332148,0.9845189405474314
531,57.739753199999996,26.953999999999922_13.051881564801942_-16.24923687039606_1.7279866016332148,0.9830260419432405
532,57.868500164,26.95299999999992_13.050881564801943_-16.250236870396062_1.7379866016332148,0.9827404597451943
533,58.000826138,26.92899999999992_13.013881564801942_-16.26123687039606_1.7729866016332148,0.9818102696836282
534,58.001773811999996,26.89299999999992_12.880881564801943_-16.34223687039606_1.9659866016332148,0.9766814995186501
535,58.140160040999994,26.85799999999992_12.827881564801942_-16.35823687039606_2.049986601633215,0.9743555158567704
536,58.141663722,26.45499999999992_12.423881564801942_-16.950236870396058_2.1439866016332148,0.9742091305076284
537,58.142727562999994,26.438999999999922_12.404881564801942_-16.979236870396058_2.1719866016332148,0.9735193091235743
538,58.331779315999995,26.41799999999992_12.377881564801942_-16.99723687039606_2.187986601633215,0.9731463649866631
539,58.567429225999994,26.421999999999922_12.374881564801942_-16.98623687039606_2.2219866016332146,0.9721162668425121
540,58.773753019,26.41499999999992_12.365881564801942_-16.98723687039606_2.2379866016332146,0.9716603361286027
541,58.917635112,26.07199999999992_11.931881564801943_-17.50123687039606_2.3239866016332145,0.9715302997090686
542,58.918437235999995,26.05899999999992_11.913881564801942_-17.520236870396058_2.3649866016332144,0.9704168159009731
543,59.348613496,26.01899999999992_11.860881564801941_-17.536236870396056_2.4499866016332144,0.9680275119996251
544,59.483314134,25.99199999999992_11.824881564801942_-17.538236870396055_2.5129866016332145,0.9662117177821343
545,59.623656772,25.98099999999992_11.813881564801942_-17.537236870396054_2.5259866016332144,0.9658316729152553
546,59.866123879999996,25.95399999999992_11.785881564801942_-17.557236870396054_2.5369866016332145,0.9656051784790756
547,59.999154813,25.952999999999918_11.773881564801941_-17.551236870396053_2.5789866016332144,0.9643596678763234
548,60.167273026,25.95999999999992_11.780881564801941_-17.276236870396055_2.5759866016332142,0.9633327929030104
549,60.168136120999996,25.958999999999918_11.779881564801942_-17.277236870396056_2.576986601633214,0.9633077844327357
550,60.168969413999996,25.608999999999916_11.341881564801941_-17.804236870396057_2.668986601633214,0.9630296359260598
551,60.603463473999994,25.596999999999916_11.32388156480194_-17.812236870396056_2.6839866016332143,0.9626314453574925
552,60.748006732,25.582999999999917_11.30588156480194_-17.810236870396057_2.7009866016332142,0.9621307375383009
553,60.749125696,25.552999999999916_11.27288156480194_-17.845236870396057_2.725986601633214,0.9615507034613512
554,60.880070526999994,25.522999999999914_11.23188156480194_-17.851236870396058_2.771986601633214,0.9602364738917508
555,61.016054157,25.513999999999914_11.21988156480194_-17.86123687039606_2.776986601633214,0.960137232757062
556,61.163243437999995,25.488999999999916_11.194881564801939_-17.89923687039606_2.812986601633214,0.9592350406602678
557,61.164144134,25.455999999999914_11.13988156480194_-17.953236870396058_2.954986601633214,0.9552795806069305
558,61.334035044000004,25.433999999999916_11.098881564801939_-17.955236870396057_3.0809866016332137,0.9515710631151777
559,61.497604205,25.260999999999918_10.92488156480194_-18.163236870396055_3.1269866016332135,0.9511270894922896
560,61.498417633,24.90699999999992_10.47788156480194_-18.694236870396054_3.2199866016332135,0.9508395335146701
561,61.682628261999994,25.17499999999992_10.745881564801941_-18.156236870396054_3.2189866016332136,0.9484783097329811
562,61.822979913,25.170999999999918_10.741881564801941_-18.161236870396053_3.2199866016332135,0.9484706594254968
563,61.968382398,25.164999999999917_10.732881564801941_-18.155236870396052_3.2289866016332134,0.9481793925900994
564,62.157165058000004,25.167999999999918_10.703881564801941_-18.14823687039605_3.246986601633213,0.947650362598895
565,62.55583211199999,25.17499999999992_10.70788156480194_-18.13323687039605_3.264986601633213,0.9470494434208215
566,62.714313848,25.18099999999992_10.70288156480194_-18.10023687039605_3.326986601633213,0.9450629635020227
567,62.866392565,25.176999999999918_10.69888156480194_-18.10623687039605_3.3289866016332126,0.9450296994877626
568,62.999270122,25.13999999999992_10.64188156480194_-18.125236870396048_3.4079866016332128,0.942773434480255
569,63.00020856799999,25.07299999999992_10.56388156480194_-18.19323687039605_3.4489866016332127,0.941857648644298
570,63.19085852399999,25.05699999999992_10.546881564801941_-18.19923687039605_3.467986601633213,0.9413146769126629
571,63.399696227999996,25.06499999999992_10.552881564801941_-18.17923687039605_3.4899866016332126,0.9405688351361982
572,63.400566125,24.98099999999992_10.458881564801942_-18.26723687039605_3.552986601633213,0.9390776421206433
573,63.40158146499999,24.95499999999992_10.430881564801942_-18.28723687039605_3.5699866016332127,0.9386561022799551
574,63.402566465999996,24.82599999999992_10.288881564801942_-18.48423687039605_3.6799866016332126,0.9362482182429301
575,63.547771307999994,24.80899999999992_10.269881564801942_-18.47823687039605_3.7149866016332127,0.935167426199014
576,63.735104623,24.81399999999992_10.270881564801941_-18.46623687039605_3.7409866016332125,0.9343377857584689
577,63.736518903000004,24.81099999999992_10.267881564801941_-18.46923687039605_3.7389866016332127,0.9344107362732522
578,63.917464639,24.81199999999992_10.269881564801942_-18.46623687039605_3.7389866016332127,0.9343959004303641
579,63.918330623,24.73999999999992_10.175881564801943_-18.538236870396048_3.7629866016332127,0.93401250451276
580,64.063506691,24.749999999999922_10.183881564801942_-18.51523687039605_3.7789866016332128,0.9334299140694791
581,65.390050418,24.75499999999992_10.187881564801941_-18.497236870396048_3.7809866016332125,0.9332881743313858
582,65.530374297,24.79299999999992_10.21088156480194_-18.398236870396047_3.8989866016332124,0.9293102355531455
583,65.53165516,24.79199999999992_10.21088156480194_-18.39923687039605_3.8999866016332123,0.9292833602366953
584,65.716766854,24.76099999999992_10.16388156480194_-18.40623687039605_3.9789866016332125,0.9269454934488048
585,65.85818764,24.72899999999992_10.09888156480194_-18.33223687039605_4.128986601633213,0.922092992848004
586,65.97096211899999,24.72899999999992_10.09888156480194_-18.331236870396047_4.128986601633213,0.922088082306881
587,66.120215015,24.735999999999922_10.10188156480194_-18.30323687039605_4.169986601633213,0.920727680367421
588,66.121331314,24.730999999999923_10.093881564801942_-18.31023687039605_4.184986601633213,0.9203105208766057
589,66.12227893,24.726999999999922_10.089881564801942_-18.31523687039605_4.183986601633213,0.9203620111752169
590,66.285609788,24.730999999999923_10.093881564801942_-18.305236870396048_4.185986601633212,0.9202557648906564
591,66.427179345,24.701999999999924_10.049881564801941_-18.302236870396047_4.230986601633212,0.9188791476141143
592,66.616525514,24.691999999999922_10.03788156480194_-18.290236870396047_4.250986601633212,0.9182111943433827
593,66.771052808,24.68199999999992_10.02588156480194_-18.30323687039605_4.264986601633212,0.9178480528025591
594,66.913290515,24.67499999999992_10.014881564801941_-18.308236870396048_4.301986601633212,0.9167578446965481
595,67.34111290599999,24.67199999999992_10.01288156480194_-18.311236870396048_4.308986601633212,0.9165585699876913
596,67.474148785,24.66299999999992_9.995881564801941_-18.316236870396047_4.338986601633212,0.9156809654613384
597,67.47503173,24.66299999999992_9.987881564801942_-18.303236870396045_4.354986601633212,0.9151422500992097
598,68.071799606,24.664999999999917_9.986881564801942_-18.298236870396046_4.362986601633212,0.9148813668416691
599,68.072708474,24.63099999999992_9.930881564801943_-18.329236870396045_4.426986601633212,0.913100641189788
600,68.235010331,24.621999999999918_9.919881564801944_-18.325236870396044_4.437986601633212,0.9127419383704801
601,68.23570698099999,24.269999999999918_9.511881564801945_-18.875236870396044_4.628986601633212,0.9095012299973542
602,68.38120427,24.25899999999992_9.496881564801944_-18.885236870396046_4.636986601633212,0.9093043153267238
603,68.978814887,24.25299999999992_9.490881564801944_-18.887236870396045_4.652986601633212,0.9088264892100647
604,69.149238455,24.234999999999918_9.469881564801943_-18.893236870396045_4.677986601633212,0.9080879047832645
605,69.318508458,24.243999999999918_9.459881564801943_-18.826236870396045_4.7609866016332125,0.9052656604015601
606,72.558023216,24.193999999999917_9.390881564801942_-18.807236870396046_4.830986601633213,0.9030105890347151
607,72.763703012,24.192999999999916_9.389881564801943_-18.805236870396048_4.831986601633213,0.9029684729097583
608,72.928737774,24.000999999999916_9.196881564801943_-19.035236870396048_4.870986601633213,0.9027763786364
609,72.929719135,24.003999999999916_9.190881564801943_-19.011236870396047_4.898986601633212,0.9018141756463516
610,72.93065122099999,23.921999999999915_9.081881564801943_-19.091236870396045_4.923986601633213,0.9014089646540133
611,73.101110374,23.923999999999914_9.082881564801943_-19.083236870396046_4.932986601633213,0.9010971633686746
612,73.254372084,23.928999999999913_9.070881564801942_-18.983236870396045_4.990986601633213,0.8988217051713209
613,73.256276742,23.914999999999914_9.053881564801943_-18.998236870396045_5.009986601633213,0.8983119393101631
614,73.668019874,23.915999999999915_9.053881564801943_-18.996236870396046_5.011986601633213,0.8982428185181401
615,73.66923089,23.914999999999914_9.051881564801942_-18.997236870396048_5.013986601633213,0.8981872900461143
616,73.80784948499999,23.727999999999913_8.863881564801941_-19.218236870396048_5.056986601633213,0.8978375394171096
617,73.957340274,24.071999999999914_9.20788156480194_-18.44623687039605_5.400986601633213,0.8836653306409025
618,74.129118857,23.814999999999912_8.949881564801942_-18.75423687039605_5.452986601633213,0.8833664901573159
619,74.294235332,23.745999999999913_8.88088156480194_-18.68723687039605_5.463986601633213,0.8825135551281911
620,76.55685543999999,23.748999999999914_8.883881564801941_-18.67923687039605_5.4709866016332125,0.8822602427401046
621,76.70297477599999,23.705999999999914_8.81988156480194_-18.64823687039605_5.560986601633212,0.8792750394210519
622,76.89115548,23.954999999999913_9.068881564801941_-17.911236870396053_5.556986601633213,0.8755973335477154
623,77.022562396,23.95099999999991_9.056881564801941_-17.90123687039605_5.5959866016332125,0.8743438908278424
624,77.023786311,23.94099999999991_9.033881564801941_-17.92323687039605_5.601986601633213,0.8742771041079758
625,77.31736678899999,23.953999999999912_9.045881564801942_-17.89123687039605_5.621986601633212,0.8735075626935977
626,77.47286826199999,23.95899999999991_9.046881564801941_-17.87723687039605_5.641986601633212,0.8728283781609787
627,77.666935681,23.92999999999991_9.011881564801941_-17.90023687039605_5.651986601633212,0.8725961992181637
628,79.217962098,23.93199999999991_9.013881564801942_-17.89423687039605_5.655986601633211,0.8724430433914812
629,82.30424381,23.93199999999991_9.012881564801942_-17.89323687039605_5.658986601633211,0.8723461757281634
630,82.30530931,23.92799999999991_9.008881564801943_-17.889236870396047_5.666986601633211,0.8720686750305551
631,82.44112781599999,23.982999999999908_9.063881564801942_-17.70123687039605_5.721986601633211,0.8693985150583465
632,82.442071309,23.972999999999907_9.050881564801943_-17.70523687039605_5.731986601633211,0.8690942487508393
633,82.443005379,23.967999999999908_9.042881564801943_-17.71023687039605_5.734986601633211,0.8690221821029371
634,82.591678265,23.987999999999907_9.052881564801943_-17.64923687039605_5.743986601633211,0.8684373515452551
635,82.740259986,23.755999999999908_8.820881564801944_-17.924236870396047_5.7899866016332115,0.8681137740448176
636,82.741489153,23.75099999999991_8.814881564801944_-17.92823687039605_5.795986601633212,0.8679425918784986
637,82.742514263,23.752999999999908_8.809881564801943_-17.90923687039605_5.822986601633212,0.8670097266725126
638,82.90752175499999,23.723999999999908_8.771881564801943_-17.93923687039605_5.848986601633212,0.8663294928621699
639,82.908544557,23.700999999999908_8.738881564801943_-17.96423687039605_5.896986601633212,0.8649607377443927
640,83.037287612,23.719999999999906_8.755881564801943_-17.90723687039605_5.908986601633211,0.8642935100271238
641,83.190561632,23.698999999999906_8.734881564801942_-17.75823687039605_6.013986601633212,0.8600988765267433
642,83.191610474,23.347999999999907_8.296881564801941_-18.28723687039605_6.101986601633212,0.8598266739548692
643,83.375877296,23.210999999999906_8.09888156480194_-18.17823687039605_6.2019866016332115,0.8557232945962603
644,84.40824015999999,23.225999999999907_8.110881564801941_-18.14723687039605_6.213986601633211,0.855197188905157
645,84.40887296999999,23.211999999999907_8.094881564801941_-18.16123687039605_6.223986601633211,0.8549410026780366
646,84.779616767,23.204999999999906_8.083881564801942_-18.14923687039605_6.24398660163321,0.8542293199972089
647,84.780419095,22.812999999999906_7.641881564801942_-18.764236870396047_6.467986601633211,0.8502770939232503
648,87.56915682099999,22.814999999999905_7.643881564801942_-18.760236870396046_6.46998660163321,0.8501946331030115
649,88.254009953,22.818999999999907_7.6488815648019415_-18.752236870396047_6.470986601633211,0.8501214067591406
650,88.254735234,22.806999999999906_7.635881564801942_-18.755236870396047_6.50198660163321,0.8491535195524995
651,88.49525077599999,22.783999999999907_7.608881564801941_-18.785236870396048_6.526986601633211,0.8485207581269433
652,88.496098938,22.770999999999905_7.589881564801941_-18.793236870396047_6.564986601633211,0.84737157555165
653,88.640575628,22.799999999999905_7.615881564801941_-18.738236870396047_6.585986601633211,0.8464439199205886
654,88.792543272,22.822999999999904_7.6328815648019415_-18.668236870396047_6.643986601633211,0.8442626796653229
655,94.939987854,22.783999999999903_7.572881564801942_-18.70423687039605_6.732986601633211,0.841666404402544
656,94.940842684,22.760999999999903_7.532881564801942_-18.723236870396047_6.771986601633211,0.8405378986493116
657,95.061309916,22.754999999999903_7.524881564801942_-18.723236870396047_6.777986601633211,0.840336318575762
658,95.181933305,22.955999999999904_7.725881564801941_-18.161236870396046_7.107986601633211,0.8270088939838264
659,95.342961494,22.972999999999903_7.734881564801942_-18.124236870396047_7.139986601633211,0.8258359789368458
660,97.44036348899999,22.631999999999902_7.299881564801942_-18.645236870396047_7.231986601633211,0.8255273121406475
661,97.565377523,22.6309999999999_7.298881564801942_-18.64323687039605_7.232986601633211,0.8254789281890214
662,97.77780158499999,22.6359999999999_7.300881564801942_-18.62723687039605_7.2499866016332115,0.8248640408710147
663,98.077322703,22.6299999999999_7.296881564801942_-18.63323687039605_7.250986601633212,0.8248538234650266
664,98.27830640399999,22.6289999999999_7.295881564801942_-18.63123687039605_7.2579866016332115,0.8246218119222721
665,98.40501667299999,22.6359999999999_7.301881564801942_-18.61823687039605_7.261986601633211,0.8244321036195355
666,98.540423916,22.6389999999999_7.302881564801942_-18.60723687039605_7.270986601633211,0.8240900015548003
667,98.68617077,22.6779999999999_7.344881564801942_-18.50923687039605_7.309986601633211,0.8223352192261906
668,98.859772261,22.672999999999902_7.337881564801942_-18.51423687039605_7.3109866016332115,0.822323260654134
669,99.136804462,22.672999999999902_7.337881564801942_-18.51323687039605_7.311986601633212,0.8222855087438298
670,100.60247842599999,22.685999999999904_7.352881564801942_-18.48523687039605_7.319986601633212,0.8218866462262473
671,100.735866305,22.695999999999906_7.357881564801942_-18.29123687039605_7.346986601633212,0.8197044789552121
672,100.927809204,22.908999999999907_7.570881564801942_-17.86323687039605_7.345986601633212,0.8174745707224661
673,100.928425151,22.891999999999907_7.552881564801942_-17.87723687039605_7.362986601633212,0.8169872393714723
674,100.929098895,22.87599999999991_7.533881564801942_-17.887236870396052_7.380986601633212,0.8164452677252113
675,101.51201,22.833999999999907_7.472881564801942_-17.934236870396052_7.440986601633211,0.8147869387271663
676,101.701446658,22.829999999999906_7.466881564801942_-17.932236870396054_7.444986601633211,0.8146346989132363
677,101.702403631,22.805999999999905_7.429881564801942_-17.943236870396053_7.479986601633211,0.8135512934018891
678,101.885157482,22.766999999999904_7.390881564801942_-17.839236870396054_7.572986601633211,0.80977835665046
679,101.886415919,22.731999999999903_7.337881564801942_-17.855236870396052_7.656986601633211,0.8071820754519604
680,101.88778807,22.328999999999905_6.9338815648019425_-18.44723687039605_7.750986601633211,0.8070627791049433
681,102.044820641,22.328999999999905_6.932881564801942_-18.43523687039605_7.757986601633211,0.806758172116228
682,102.04583735199999,22.307999999999904_6.905881564801942_-18.45323687039605_7.773986601633211,0.806321244819154
683,102.202297683,22.319999999999904_6.913881564801942_-18.425236870396052_7.7999866016332104,0.805363818922954
684,102.203703918,22.312999999999903_6.904881564801942_-18.426236870396053_7.8159866016332105,0.8048535199960261
685,102.382834735,22.315999999999903_6.907881564801942_-18.421236870396054_7.8159866016332105,0.8048279525315248
686,102.383729016,21.972999999999903_6.473881564801942_-18.935236870396054_7.901986601633211,0.804781952595414
687,102.564543601,21.983999999999902_6.483881564801941_-18.908236870396053_7.928986601633211,0.8037920416704787
688,102.859066962,21.943999999999903_6.4308815648019415_-18.92423687039605_8.013986601633212,0.8011622729625009
689,102.861417469,21.916999999999902_6.394881564801942_-18.92623687039605_8.076986601633212,0.7991473887683727
690,102.862556463,21.905999999999903_6.383881564801942_-18.92523687039605_8.089986601633212,0.7986971360652673
691,102.863518701,21.878999999999902_6.355881564801942_-18.945236870396048_8.100986601633211,0.7984068573023085
692,103.029484317,21.876999999999903_6.346881564801942_-18.927236870396047_8.117986601633211,0.7977417624083158
693,103.030535476,21.883999999999904_6.3538815648019416_-18.65223687039605_8.11498660163321,0.7956959871370917
694,103.031352165,21.882999999999903_6.352881564801941_-18.65323687039605_8.11598660163321,0.795668935186256
